File,Errors,ID,Format,Version,Basis for ID,Warning
X:\school\data\Govdocs1-threads\655\655022.unk,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\655\655690.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\655\655876.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\656\656600.hlp,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/474, fmt/1790"
X:\school\data\Govdocs1-threads\658\658146.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\658\658791.gz#acsys7hp.table.ps,,fmt/1616,BibTeX Database File,,"byte match at 772, 12",extension mismatch
X:\school\data\Govdocs1-threads\659\659720.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\670\670106.eps,,fmt/423,Adobe Illustrator,7.0,"byte match at 0, 685",extension mismatch
X:\school\data\Govdocs1-threads\670\670812.unk,,UNKNOWN,,,,no match
X:\school\data\Govdocs1-threads\671\671974.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\673\673625.sys,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/411, fmt/899, fmt/900"
X:\school\data\Govdocs1-threads\674\674317.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\674\674509.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\675\675364.ps,,fmt/123,Encapsulated PostScript File Format,2.0,"byte match at 0, 24 (signature 1/2)",extension mismatch
X:\school\data\Govdocs1-threads\678\678231.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\678\678913.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\683\683596.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\686\686246.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\687\687049.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\689\689645.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\693\693255.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\694\694692.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\694\694752.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\696\696702.tmp,,UNKNOWN,,,,no match; possibilities based on extension are fmt/1963
X:\school\data\Govdocs1-threads\697\697345.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\699\699890.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\702\702567.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\702\702827.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\703\703569.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\703\703784.hlp,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/474, fmt/1790"
X:\school\data\Govdocs1-threads\703\703845.html,,fmt/101,Extensible Markup Language,1.0,"byte match at 0, 19",extension mismatch
X:\school\data\Govdocs1-threads\704\704263.hlp,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/474, fmt/1790"
X:\school\data\Govdocs1-threads\705\705687.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\707\707615.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\708\708185.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\713\713113.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\714\714485.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\716\716335.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\717\717178.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\717\717665.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\718\718900.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\722\722213.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\722\722218.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\724\724466.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\724\724883.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\732\732012.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\733\733467.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\733\733958.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\734\734708.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\735\735606.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\737\737056.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\742\742764.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\743\743480.kml,,UNKNOWN,,,,no match; possibilities based on extension are fmt/244
X:\school\data\Govdocs1-threads\745\745203.sql,,fmt/206,Structured Query Language Data,,extension match sql,match on extension only
X:\school\data\Govdocs1-threads\748\748993.kmz,,x-fmt/263,ZIP Format,,byte match at [[0 4] [557502 3] [557591 4]] (signature 1/2),extension mismatch
X:\school\data\Govdocs1-threads\749\749309.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\758\758332.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\762\762117.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\764\764342.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\764\764491.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\769\769069.kmz,,x-fmt/263,ZIP Format,,byte match at [[0 4] [498316 3] [498404 4]] (signature 1/2),extension mismatch
X:\school\data\Govdocs1-threads\784\784492.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\785\785648.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\788\788244.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\788\788589.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\789\789431.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\793\793281.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\794\794281.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\798\798304.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\798\798536.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\798\798575.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\799\799414.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\799\799648.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\801\801283.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\804\804339.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\805\805552.ps,,fmt/123,Encapsulated PostScript File Format,2.0,"byte match at 0, 24 (signature 1/2)",extension mismatch
X:\school\data\Govdocs1-threads\805\805980.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\807\807362.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\808\808494.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\808\808956.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\810\810520.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\813\813306.text,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\816\816907.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\817\817052.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\817\817117.gz#817117,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\818\818725.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\819\819400.doc,,x-fmt/45,Microsoft Word Document Template,97-2003,"container name CompObj with byte match at 70, 20; name WordDocument with byte match at 10, 1",extension mismatch
X:\school\data\Govdocs1-threads\819\819526.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\821\821546.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\825\825785.gz#kisf_halph_fd_20000913_0944.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\830\830377.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\831\831542.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\831\831599.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\832\832272.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\832\832395.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\835\835167.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\835\835238.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\836\836391.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\836\836674.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\838\838665.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\840\840277.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\840\840765.gz#840765,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\840\840877.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\841\841286.gls,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\844\844200.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\844\844755.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\846\846199.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\847\847555.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\847\847593.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\849\849471.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\851\851160.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\852\852506.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\852\852536.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\855\855135.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\855\855293.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\855\855875.gz#trac_171____a0_20021011_084728.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\857\857026.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\857\857353.unk,,UNKNOWN,,,,no match
X:\school\data\Govdocs1-threads\858\858007.gz#eit_00304_20000109_082725.fts,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\860\860468.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\860\860839.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\860\860974.gz#eit_00195_20030401_013552.fts,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\861\861079.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\862\862554.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\865\865243.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\866\866817.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\868\868912.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\870\870406.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\872\872834.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\873\873252.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\876\876727.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\877\877030.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\877\877367.doc,,x-fmt/45,Microsoft Word Document Template,97-2003,"container name CompObj with byte match at 70, 20; name WordDocument with byte match at 10, 1",extension mismatch
X:\school\data\Govdocs1-threads\878\878242.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\880\880283.hlp,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/474, fmt/1790"
X:\school\data\Govdocs1-threads\881\881040.gz#trac_171____a2_20050824_040951.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\882\882059.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\882\882218.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\882\882613.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\883\883203.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\887\887573.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\887\887907.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\889\889664.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\892\892383.unk,,x-fmt/111,Plain Text File,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\892\892645.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\892\892735.gz#trac_171____a2_20040524_223446.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\895\895075.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\896\896492.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\900\900549.log,,x-fmt/62,Log File,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\903\903406.gz#903406,,x-fmt/406,PostScript,2.0,"byte match at 0, 14",extension mismatch
X:\school\data\Govdocs1-threads\903\903873.doc,,x-fmt/45,Microsoft Word Document Template,97-2003,"container name CompObj with byte match at 70, 20; name WordDocument with byte match at 10, 1",extension mismatch
X:\school\data\Govdocs1-threads\904\904541.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\905\905341.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\907\907647.pps,,fmt/126,Microsoft Powerpoint Presentation,97-2003,container name PowerPoint Document with name only,extension mismatch
X:\school\data\Govdocs1-threads\909\909034.doc,,x-fmt/45,Microsoft Word Document Template,97-2003,"container name CompObj with byte match at 70, 20; name WordDocument with byte match at 10, 1",extension mismatch
X:\school\data\Govdocs1-threads\912\912388.gz#trac_195____a0_20021103_214210.fts,,x-fmt/383,Flexible Image Transport System,,"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\912\912671.dbase3,,x-fmt/9,dBASE Database,III,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\914\914321.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\915\915191.gz#PRCFIS-2008-FIG01.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\916\916587.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\917\917636.xml,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/101, fmt/121, fmt/120, fmt/896, fmt/1011, fmt/1189, fmt/1374, fmt/1376, fmt/1375, fmt/1377, fmt/1378, fmt/1379, fmt/1474, fmt/1475, fmt/1476, fmt/1477, fmt/1677, fmt/1724, fmt/1729, fmt/1771, fmt/1776, fmt/1813, fmt/1946, fmt/1997, fmt/1998, fmt/1999"
X:\school\data\Govdocs1-threads\918\918581.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\922\922712.gz#GSM216084.CHP,,UNKNOWN,,,,no match
X:\school\data\Govdocs1-threads\928\928202.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\931\931379.hlp,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/474, fmt/1790"
X:\school\data\Govdocs1-threads\931\931943.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\934\934672.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\934\934736.html,,UNKNOWN,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\935\935334.csv,,x-fmt/18,Comma Separated Values,,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\935\935620.ps,,UNKNOWN,,,,"no match; possibilities based on extension are x-fmt/91, fmt/124, x-fmt/406, x-fmt/407, x-fmt/408, fmt/501"
X:\school\data\Govdocs1-threads\936\936072.log,,x-fmt/62,Log File,,extension match log,match on extension only
