filename,filesize,modified,errors,md5,namespace,id,format,version,mime,class,basis,warning
X:\school\data\Govdocs1-threads\849\849127.ppt,1547264,2008-04-15T22:28:39-04:00,,fa6bef236fe358b4f46df2579d464566,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\849\849193.gif,27699,1998-03-06T12:33:06-05:00,,661b04d2a665e88cf6aa2d688b992add,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [27698 1]],
X:\school\data\Govdocs1-threads\849\849365.doc,139264,2007-09-28T17:23:04-04:00,,13f41cb19ca6c3b6ad85827cb0037b25,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\849\849471.log,112582,2008-01-16T07:42:04-05:00,,9ba350f4e18b0db077b027326e18f6c4,pronom,x-fmt/62,Log File,,,,extension match log,match on extension only
X:\school\data\Govdocs1-threads\849\849532.html,19772,2009-03-16T08:37:22-04:00,,cd11016e9e3bb1c8cb401a0f66c45ebf,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\849\849611.html,13099,2005-08-11T13:34:00-04:00,,01bdceb120e6f4341178801697f5a087,pronom,fmt/98,Hypertext Markup Language,3.2,text/html,Text (Mark-up),"extension match html; byte match at 0, 43",
X:\school\data\Govdocs1-threads\849\849625.pdf,7742,1997-11-26T11:02:26-05:00,,83c621fae472d92c71bd30874056ddf9,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [7736 5]],
X:\school\data\Govdocs1-threads\849\849657.jpg,575531,2001-07-23T07:28:49-04:00,,ef09c0ed7c1a4d1e0123c0b28cf8ea1f,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [575529 2]],
X:\school\data\Govdocs1-threads\850\850207.html,400,2009-03-16T08:35:47-04:00,,649486b6710d4e5956a21250eb0b6469,pronom,fmt/98,Hypertext Markup Language,3.2,text/html,Text (Mark-up),"extension match html; byte match at 0, 43",
X:\school\data\Govdocs1-threads\850\850219.pdf,19305,2007-01-25T11:31:48-05:00,,e8cff7e83de4e05f3326bb6091abe125,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [19298 5]],
X:\school\data\Govdocs1-threads\850\850521.jpg,962299,2000-09-20T03:25:07-04:00,,11f7cab92c3fdb120c25a444ff5c6cb2,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [962297 2]],
X:\school\data\Govdocs1-threads\850\850544.html,24931,2002-06-13T12:05:52-04:00,,1d6877ea528ac5ac76426513cc06437c,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [24924 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\850\850600.pdf,19412,2007-01-25T11:44:42-05:00,,41b01b92cba967766b3a0e87470eab93,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [19405 5]],
X:\school\data\Govdocs1-threads\850\850654.jpg,55732,2003-12-02T19:34:20-05:00,,4580d23b0454308319feeb76277c125f,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [55730 2]],
X:\school\data\Govdocs1-threads\850\850737.pdf,54696,1997-11-12T11:46:43-05:00,,14184e11e32145d5d6ac46cecb57f51b,pronom,fmt/14,Acrobat PDF 1.0 - Portable Document Format,1.0,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [54689 5]],
X:\school\data\Govdocs1-threads\850\850957.xls,60416,2007-12-18T08:56:22-05:00,,17050f10588bd3850753328addca67b5,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\850\850974.pdf,221861,2005-11-08T13:58:49-05:00,,93936eaf2aff793bd79a3b84bd95a87b,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [221854 5]],
X:\school\data\Govdocs1-threads\850\850997.pdf,90813,2003-03-05T22:04:23-05:00,,39ca1de246cf54dcdfffefa22be91a2a,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [90807 5]],
X:\school\data\Govdocs1-threads\851\851042.jpg,61469,2004-06-30T02:31:46-04:00,,3a868d1f45e5aba53fd2400a642f4b22,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [61467 2]],
X:\school\data\Govdocs1-threads\851\851127.gif,40135,2002-10-24T12:50:13-04:00,,2a5fbc2419599f375891f26dc46d0999,pronom,fmt/4,Graphics Interchange Format,89a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [40134 1]],
X:\school\data\Govdocs1-threads\851\851160.csv,19800,2006-08-03T15:43:29-04:00,,c788bd5df42d1d35e5902b7d4a59e126,pronom,x-fmt/18,Comma Separated Values,,text/csv,Dataset,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\851\851360.jpg,965171,2002-10-24T10:37:59-04:00,,2845b3592ca8121b5bc4665f6bebc2d4,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [965169 2]],
X:\school\data\Govdocs1-threads\851\851500.gif,7779,2001-08-03T12:31:25-04:00,,af712e4e9083963e71f8d557905f65f5,pronom,fmt/4,Graphics Interchange Format,89a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [7778 1]],
X:\school\data\Govdocs1-threads\851\851547.txt,23416,2008-11-05T16:48:56-05:00,,b3a1f355f808cc2d481c563226a04488,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\851\851634.jpg,684674,1999-12-07T09:03:56-05:00,,522ae6731fd7159dd0048d59679eb5b9,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [684672 2]],
X:\school\data\Govdocs1-threads\851\851794.txt,6557,1997-10-21T12:38:56-04:00,,56456ed6e9354e846bff4a41275b0088,pronom,x-fmt/111,Plain Text File,,text/plain,,extension match txt; text match ASCII,
X:\school\data\Govdocs1-threads\851\851806.html,814,2009-03-16T08:28:26-04:00,,68d45323ff4dae33f328233b570b05c1,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [806 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\852\852036.pdf,86802,2008-10-09T17:26:45-04:00,,95afac5bdae59f6049b5e20909ae2e7f,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [86796 5]],
X:\school\data\Govdocs1-threads\852\852096.jpg,54554,2005-08-16T15:57:20-04:00,,f4f7e443bca2ab15ccab771dbce6b9a3,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [54552 2]],
X:\school\data\Govdocs1-threads\852\852125.jpg,309536,2003-08-25T12:09:44-04:00,,c9e8e82f85ac64a2af38fc01a2a6654c,pronom,fmt/42,JPEG File Interchange Format,1.00,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [309534 2]],
X:\school\data\Govdocs1-threads\852\852192.pdf,28551,2007-01-05T12:31:11-05:00,,1658f444c44740c69918ca7aed464f70,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [28546 5]],
X:\school\data\Govdocs1-threads\852\852223.jpg,100133,2005-08-08T14:16:00-04:00,,187f239f8f17c9bd8a131873192a5cfe,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [100131 2]],
X:\school\data\Govdocs1-threads\852\852505.doc,176640,2009-02-19T06:09:00-05:00,,a4660bcee80b60daab4434d7de0e8ce7,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\852\852506.html,1572,2005-08-13T13:29:11-04:00,,1bceb26a508ef6b0761ccdd33ac6164e,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\852\852535.html,27500,2009-03-16T08:24:27-04:00,,35db544643b2eb1cb8c9d12b50996eb1,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\852\852536.html,3285,2004-04-09T21:10:17-04:00,,de0ef140c93925be3044bb8bacecb5ef,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\852\852539.pdf,113931,2009-02-19T06:09:17-05:00,,65787d5b47084d0fe7afc8e5b2ca3c1d,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [113925 5]],
X:\school\data\Govdocs1-threads\852\852736.doc,100352,2006-06-28T12:15:11-04:00,,725df475a04093f17f117b79dc5b321a,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\852\852991.doc,155648,2004-10-15T10:45:22-04:00,,0b2470086f85dd52546c921939e76aca,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\853\853246.ppt,543744,2008-01-11T13:41:48-05:00,,01672136da87c59739b78b00df06059f,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\853\853252.pdf,24179,2004-06-18T11:26:28-04:00,,81eec78dff68ec87d9bea1c7335cdfaf,pronom,fmt/15,Acrobat PDF 1.1 - Portable Document Format,1.1,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [24173 5]],
X:\school\data\Govdocs1-threads\853\853477.html,4418,2008-08-20T15:06:06-04:00,,827f481649ed21a7ad748f6312554979,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\853\853757.doc,59904,2006-08-07T14:39:27-04:00,,41d6d88d33ed0368429c68387bc18bbf,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 77, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\853\853760.pdf,264993,2008-06-02T06:49:40-04:00,,f70126665e5b2fcbaee7ec8274dc79e9,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [264986 5]],
X:\school\data\Govdocs1-threads\853\853779.pdf,522179,2007-02-12T15:48:15-05:00,,59e82cd448abc629a134c8ef2045025b,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [522173 5]],
X:\school\data\Govdocs1-threads\853\853938.gif,621653,2008-06-04T06:40:00-04:00,,0bb003e67f76d9c6ac02c6359656e687,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [621652 1]],
X:\school\data\Govdocs1-threads\854\854053.pdf,94181,2000-02-09T12:15:14-05:00,,0d8d046ae5f152557ccd2f9d32bc504b,pronom,fmt/15,Acrobat PDF 1.1 - Portable Document Format,1.1,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [94175 5]],
X:\school\data\Govdocs1-threads\854\854148.pdf,19259,2007-01-25T13:27:57-05:00,,93fe309f41e1fea729a5680113c7fed3,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [19252 5]],
X:\school\data\Govdocs1-threads\854\854325.jpg,999367,1999-02-12T12:21:10-05:00,,808f101e56578e0addb0212cb4632b46,pronom,fmt/44,JPEG File Interchange Format,1.02,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [999365 2]],
X:\school\data\Govdocs1-threads\854\854412.pdf,16378,2003-07-14T07:35:32-04:00,,ef8e82ab061ee6e343062572a6c0de76,pronom,fmt/16,Acrobat PDF 1.2 - Portable Document Format,1.2,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [16372 5]],
X:\school\data\Govdocs1-threads\854\854641.html,135397,2007-06-20T15:38:22-04:00,,84760c0aff0412bc7c9fde89f76a2cf8,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [125 42] [356 7] [463 8]],
X:\school\data\Govdocs1-threads\854\854732.ps,10244,2009-02-19T06:25:01-05:00,,0c09cba053e5cd1038bb9f3ba1c9df53,pronom,x-fmt/408,PostScript,3.0,application/postscript,Page Description,"extension match ps; byte match at 0, 14",
X:\school\data\Govdocs1-threads\854\854940.jpg,695576,2005-08-08T03:33:12-04:00,,c747ec399d7593f07f4364d65c3b6105,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [695574 2]],
X:\school\data\Govdocs1-threads\854\854952.jpg,100341,2002-07-18T14:55:35-04:00,,c868c83875e1a860aed3c7ed9cbbe99c,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [100339 2]],
X:\school\data\Govdocs1-threads\855\855012.ppt,277504,2007-07-23T15:23:17-04:00,,627619319cd825aef396a3236b498ea7,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\855\855135.csv,64450,2004-03-11T10:33:42-05:00,,c7bcd79b27bb520a2769d7438d79336c,pronom,x-fmt/18,Comma Separated Values,,text/csv,Dataset,extension match csv,match on extension only
X:\school\data\Govdocs1-threads\855\855293.dbase3,1664,1998-11-24T00:00:00-05:00,,de13db9c8e123a016721504887269b00,pronom,x-fmt/9,dBASE Database,III,,Database,"byte match at 0, 44",extension mismatch
X:\school\data\Govdocs1-threads\855\855313.jpg,30175,2005-11-08T12:29:43-05:00,,023c299a72ba2bfe0b34eb327a0143e1,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [30173 2]],
X:\school\data\Govdocs1-threads\855\855353.ppt,5180416,2008-05-16T14:09:50-04:00,,c7eef767de7089e68632efb8e086408a,pronom,fmt/126,Microsoft Powerpoint Presentation,97-2003,application/vnd.ms-powerpoint,Presentation,extension match ppt; container name PowerPoint Document with name only,
X:\school\data\Govdocs1-threads\855\855409.pdf,1511306,2009-02-19T06:35:52-05:00,,4d1e6e7c14964957921e2760802d1cc7,pronom,fmt/15,Acrobat PDF 1.1 - Portable Document Format,1.1,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1511300 5]],
X:\school\data\Govdocs1-threads\855\855482.ps,50542,1998-06-05T12:10:48-04:00,,baa48786e9be8fb91474544bb31ce83e,pronom,x-fmt/406,PostScript,2.0,application/postscript,Image (Vector),"extension match ps; byte match at 0, 14",
X:\school\data\Govdocs1-threads\855\855607.xml,14710,2006-11-28T13:51:15-05:00,,409984e4069d06cedd9bbaeb996310c5,pronom,fmt/101,Extensible Markup Language,1.0,application/xml,Text (Mark-up),"extension match xml; byte match at 0, 19",
X:\school\data\Govdocs1-threads\855\855802.html,31996,2009-03-18T22:09:04-04:00,,b83e2e4577126f349c0d15dbc8b1189f,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\855\855875.gz,123221,2002-10-30T10:23:18-04:00,,925a832e15d800a8ec93a6639a435b29,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\855\855875.gz#trac_171____a0_20021011_084728.fts,2105280,2002-10-30T10:23:18-04:00,,de1cdf9fcdbae242e4c351617e6f0753,pronom,x-fmt/383,Flexible Image Transport System,,application/fits,Image (Raster),"byte match at 0, 169",extension mismatch
X:\school\data\Govdocs1-threads\856\856035.pdf,71847,2007-03-21T10:22:19-04:00,,922442b3c1f0c09e733ff43c2e67adb9,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [71840 5]],
X:\school\data\Govdocs1-threads\856\856040.pdf,213740,2008-10-31T17:40:52-04:00,,e5c4942b2723923b6fe9e02e2d456951,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [213733 5]],
X:\school\data\Govdocs1-threads\856\856227.html,20839,2009-03-15T22:53:49-04:00,,0e1d8f8350587e68fe0487c5eddda0d5,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\856\856305.pdf,1156510,2001-05-29T12:35:22-04:00,,27c12918a1e32369cbb985c74dd0af25,pronom,fmt/15,Acrobat PDF 1.1 - Portable Document Format,1.1,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [1156504 5]],
X:\school\data\Govdocs1-threads\856\856398.pdf,67321,2008-12-04T16:48:26-05:00,,6d5ae435546602a8613074a86409176e,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [67315 5]],
X:\school\data\Govdocs1-threads\856\856551.html,10747,2009-03-16T08:03:39-04:00,,8287c12615d24050b326d60790be06ae,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[64 5] [10738 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\856\856567.pdf,3662936,2006-07-03T13:49:02-04:00,,1a00c5c8c669d44cf8644a048143fc14,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [3662930 5]],
X:\school\data\Govdocs1-threads\856\856577.xls,29696,2009-02-10T10:19:44-05:00,,e59434043516621aa01c2f0ce218ded5,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\856\856821.gz,2630014,2001-11-12T13:27:09-05:00,,91be018e60d6b629372433cb47f6abca,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\856\856821.gz#higgs01_turcot.ps,8839874,2001-05-09T19:46:04-04:00,,1b40ba2c618b20dd06aa12ecbf8dda72,pronom,x-fmt/406,PostScript,2.0,application/postscript,Image (Vector),"extension match ps; byte match at 0, 14",
X:\school\data\Govdocs1-threads\856\856936.xls,179712,2009-02-11T16:15:56-05:00,,e41433826f632bcdcec45dddcb4cff9f,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\857\857026.html,1362,2005-06-09T21:12:06-04:00,,7dd60bd6edd520d2918502b5a8d89ae7,pronom,UNKNOWN,,,,,,"no match; possibilities based on extension are fmt/97, fmt/98, fmt/99, fmt/100, fmt/102, fmt/103, fmt/96, fmt/471, fmt/583, fmt/1132"
X:\school\data\Govdocs1-threads\857\857179.jpg,46503,2004-08-22T08:29:24-04:00,,6ee21f9d1aab9b61dfec7f05fde4a35d,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [46501 2]],
X:\school\data\Govdocs1-threads\857\857250.pdf,236349,2005-02-16T18:04:23-05:00,,801f1a28bef4c9ce657e5d173162d2d2,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [236342 5]],
X:\school\data\Govdocs1-threads\857\857353.unk,60928,2004-02-20T17:14:56-05:00,,e1a2738fbc3117e856af765357ddc103,pronom,UNKNOWN,,,,,,no match
X:\school\data\Govdocs1-threads\857\857400.pdf,385278,2008-05-21T19:26:29-04:00,,ee4bf63d5edf5098a3c6da9dc9bdab2c,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [385272 5]],
X:\school\data\Govdocs1-threads\857\857488.gz,4111,2007-01-17T07:45:03-05:00,,4f1e446259713b074bc2ae85b24d6e61,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\857\857488.gz#index.html,29795,2007-01-17T07:45:03-05:00,,8b644dd8706a872721636ae0dd59408d,pronom,fmt/96,Hypertext Markup Language,,text/html,Text (Mark-up),extension match html; byte match at [[0 5] [29787 7]] (signature 1/2),
X:\school\data\Govdocs1-threads\857\857587.jpg,776328,2005-12-05T02:50:49-05:00,,532c74143f8e7b6d2a0eb182c98e891c,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [776326 2]],
X:\school\data\Govdocs1-threads\857\857756.pdf,11405,2003-05-14T09:58:11-04:00,,31b14f6f8d85509be7577811e6025c4f,pronom,fmt/17,Acrobat PDF 1.3 - Portable Document Format,1.3,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [11399 5]],
X:\school\data\Govdocs1-threads\857\857788.jpg,915192,2006-04-12T16:24:15-04:00,,8dd57dc00171485e9593115550d16b8f,pronom,fmt/41,Raw JPEG Stream,,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 3] [915190 2]] (signature 1/2),
X:\school\data\Govdocs1-threads\857\857899.xls,14848,2007-08-28T14:38:06-04:00,,d639f5d147ef7c4896c0cfc581fb8da5,pronom,fmt/61,Microsoft Excel 97 Workbook (xls),8,application/vnd.ms-excel,Spreadsheet,"extension match xls; container name Workbook with byte match at 0, 8 (signature 1/2)",
X:\school\data\Govdocs1-threads\857\857904.jpg,126955,1997-09-26T13:55:37-04:00,,d955700dff8bf748c8f45ddb21289e0c,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [126953 2]],
X:\school\data\Govdocs1-threads\858\858003.pdf,51395,2006-09-22T09:07:19-04:00,,f8ed3fb7448bc2d15bf21bfa790a8e6f,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [51388 5]],
X:\school\data\Govdocs1-threads\858\858007.gz,790428,2003-04-14T14:17:39-04:00,,3f907d5e3d29d059336816a378914e4b,pronom,x-fmt/266,GZIP Format,,application/gzip,Aggregate,"extension match gz; byte match at 0, 3",
X:\school\data\Govdocs1-threads\858\858007.gz#eit_00304_20000109_082725.fts,2108160,2003-04-14T14:17:39-04:00,,0afccf616d3b3f01daf8387d99ae427e,pronom,x-fmt/111,Plain Text File,,text/plain,,text match ASCII,match on text only; extension mismatch
X:\school\data\Govdocs1-threads\858\858131.pdf,255827,2007-11-28T14:03:45-05:00,,295dcd61a51522dce07db77300048f85,pronom,fmt/19,Acrobat PDF 1.5 - Portable Document Format,1.5,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [255820 5]],
X:\school\data\Govdocs1-threads\858\858186.jpg,785272,2006-02-13T15:21:50-05:00,,8d569b034776385622ecfc382ea6ee73,pronom,fmt/43,JPEG File Interchange Format,1.01,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 14] [785270 2]],
X:\school\data\Govdocs1-threads\858\858278.pdf,12058,2009-02-19T07:56:21-05:00,,7edb0feb5c40a8a82bc93cd6a199267d,pronom,fmt/15,Acrobat PDF 1.1 - Portable Document Format,1.1,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [12051 5]],
X:\school\data\Govdocs1-threads\858\858329.jpg,1103017,2005-08-30T17:10:04-04:00,,2ab93add70251274ba94575e435df234,pronom,x-fmt/391,Exchangeable Image File Format (Compressed),2.2,image/jpeg,Image (Raster),extension match jpg; byte match at [[0 16] [234 12] [1103015 2]] (signature 2/2),
X:\school\data\Govdocs1-threads\858\858339.html,28854,2009-03-17T18:49:50-04:00,,342f1826f7a9ebbd908051a0048efbc3,pronom,fmt/100,Hypertext Markup Language,4.01,text/html,Text (Mark-up),"extension match html; byte match at 0, 44",
X:\school\data\Govdocs1-threads\858\858501.doc,2585600,2001-06-26T14:22:43-04:00,,4657330c58bd94229783ee97ae7914b7,pronom,fmt/609,Microsoft Word (Generic),6.0-2003,application/msword,Word Processor,extension match doc; container name WordDocument with name only,
X:\school\data\Govdocs1-threads\858\858584.gif,3948,2004-10-06T11:25:16-04:00,,a4f12960c84f813206920dfd174ac459,pronom,fmt/3,Graphics Interchange Format,87a,image/gif,Image (Raster),extension match gif; byte match at [[0 6] [3947 1]],
X:\school\data\Govdocs1-threads\858\858743.doc,35840,2009-02-19T08:01:30-05:00,,759ac4966d7dc0c843744d369ac2025f,pronom,fmt/40,Microsoft Word Document,97-2003,application/msword,Word Processor,"extension match doc; container name CompObj with byte match at 70, 20; name WordDocument with name only",
X:\school\data\Govdocs1-threads\858\858816.pdf,25039,2008-11-03T20:28:17-05:00,,d3f50e29ab61defd025739f82d3e072d,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [25032 5]],
X:\school\data\Govdocs1-threads\858\858917.html,13739,2009-03-16T08:00:17-04:00,,2d26cd6b42d8bf0bea0c841c4935f93e,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[0 44] [123 42] [207 7] [246 8]],
X:\school\data\Govdocs1-threads\858\858929.html,17328,2009-03-16T08:00:15-04:00,,3243247edc593bfc78955f13555691eb,pronom,fmt/102,Extensible Hypertext Markup Language,1.0,application/xhtml+xml,Text (Mark-up),extension match html; byte match at [[6 44] [129 42] [828 7] [895 8]],
X:\school\data\Govdocs1-threads\859\859036.pdf,124862,2003-03-05T20:53:42-05:00,,afadf737ca09f7e7f7fbf6f9008f8f7c,pronom,fmt/18,Acrobat PDF 1.4 - Portable Document Format,1.4,application/pdf,Page Description,extension match pdf; byte match at [[0 8] [124856 5]],
